📽️｜在线影库,#genre#
吞天巨鲨(大陆科幻片),https://v.cdnlz2.com/20240416/29999_4db043d5/index.m3u8
沙丘2(美国科幻片),https://v.cdnlz2.com/20240406/29523_42e070a1/index.m3u8
突破者(大陆科幻片),https://v.cdnlz2.com/20240329/29167_0b45274a/index.m3u8
幽灵螳螂2突变(大陆科幻片),https://v.cdnlz12.com/20240321/13256_62c048d4/index.m3u8
停止2019(科幻片),https://v.cdnlz12.com/20240318/13122_440ab5dd/index.m3u8
蜘蛛夫人：超感觉醒(美国科幻片),https://v.cdnlz12.com/20240315/12935_d4b9948f/index.m3u8
动物界(科幻片),https://v.cdnlz12.com/20240314/12879_b2491de5/index.m3u8
挑战2023(俄罗斯科幻片),https://v.cdnlz12.com/20240312/12767_ab3f93f8/index.m3u8
打怪(大陆科幻片),https://v.cdnlz12.com/20240311/12701_ba71fbaa/index.m3u8
徘徊2018(美国科幻片),https://v.cdnlz10.com/20220820/2284_8e38047d/index.m3u8
再见2015(日本科幻片),https://v.cdnlz3.com/20221129/16407_7348d628/index.m3u8
地下室2020(韩国科幻片),https://v.cdnlz3.com/20220703/8712_cdf62c3c/index.m3u8
机械姬(英国科幻片),https://v1.cdnlz1.com/20220502/4131_a52e4380/index.m3u8
强震(美国科幻片),https://v.cdnlz19.com/20240301/19361_91bfe64c/index.m3u8
太空孤航(美国科幻片),https://v.cdnlz7.com/20240301/16252_ee6834fc/index.m3u8
无限斗界之暗夜双龙(大陆科幻片),https://v.cdnlz19.com/20240229/19226_fb87e669/index.m3u8
200级大地震(美国科幻片),https://v1.cdnlz1.com/20240225/24666_51932d52/index.m3u8
魔盒：隐喻(美国科幻片),https://v.cdnlz12.com/20240220/11651_8c0b0b83/index.m3u8
外星+人2(韩国科幻片),https://v.cdnlz12.com/20240215/11573_4cb789fb/index.m3u8
正义联盟【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220518/6142_0898244e/index.m3u8
正义联盟【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110251_7405a8fb/index.m3u8
银河护卫队3【原声】(美国科幻片),https://vip1.lz-cdn1.com/20230706/21166_0cbec4fc/index.m3u8
银河护卫队3【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110250_61b73c29/index.m3u8
银河护卫队2【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220518/6154_bac3d23f/index.m3u8
银河护卫队2【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110245_50cb99fc/index.m3u8
银河护卫队【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220518/6153_853071ce/index.m3u8
银河护卫队【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110249_470343e7/index.m3u8
惊奇队长【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220516/5793_702a7b38/index.m3u8
惊奇队长【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110246_a4e1fd5e/index.m3u8
雉岳山(韩国科幻片),https://v.cdnlz2.com/20240208/28797_f13e73c0/index.m3u8
动物王国2023(法国科幻片),https://v.cdnlz2.com/20240207/28794_872cbcd7/index.m3u8
升级2018(美国科幻片),https://v.cdnlz2.com/20240207/28787_c2177a58/index.m3u8
太空堡垒卡拉狄加：利刃之回闪(美国科幻片),https://v.cdnlz12.com/20240204/11360_3338566e/index.m3u8
虫洞效应(美国科幻片),https://v.cdnlz12.com/20240203/11352_dbe69d45/index.m3u8
洛拉电台(英国科幻片),https://v.cdnlz3.com/20240129/22943_ff3244ba/index.m3u8
预见未来(美国科幻片),https://v.cdnlz12.com/20240128/11174_dbb60375/index.m3u8
诱捕2(加拿大科幻片),https://v.cdnlz12.com/20240128/11172_a4cb6778/index.m3u8
替补2023(英国科幻片),https://v.cdnlz2.com/20240126/28276_cd09fb7e/index.m3u8
冰冻蜘蛛(美国科幻片),https://v.cdnlz2.com/20240124/28226_617ab99c/index.m3u8
九度空间(美国科幻片),https://v.cdnlz3.com/20240121/22867_2c2eae70/index.m3u8
末世厨房(英国科幻片),https://v.cdnlz3.com/20240119/22852_8506781d/index.m3u8
怪胎英雄联盟(科幻片),https://v.cdnlz3.com/20240119/22844_d16c67c5/index.m3u8
我会看着的(美国科幻片),https://v.cdnlz3.com/20240119/22842_ffb8ffcd/index.m3u8
信号2007(美国科幻片),https://v.cdnlz3.com/20240118/22830_533542a4/index.m3u8
神秘博士：诅咒之旅(英国科幻片),https://v.cdnlz3.com/20240118/22825_0a8c038e/index.m3u8
临界区域(科幻片),https://v.cdnlz3.com/20240115/22792_b4ede921/index.m3u8
沙丘2021【原声】(美国科幻片),https://v.cdnlz17.com/20240109/90004_19cd4c3d/index.m3u8
沙丘2021【国语】(美国科幻片),https://v.cdnlz17.com/20240109/90002_c045a9ef/index.m3u8
控制2005(科幻片),https://v.cdnlz11.com/20231121/18357_e558c993/index.m3u8
神秘博士：圣诞入侵(英国科幻片),https://v.cdnlz3.com/20240110/22704_dd405cff/index.m3u8
无人岛猎人传说(大陆科幻片),https://v.cdnlz3.com/20240109/22696_b94e412f/index.m3u8
一声惊雷(科幻片),https://v.cdnlz3.com/20240109/22684_e6d03bd5/index.m3u8
类人体(美国科幻片),https://v.cdnlz3.com/20240104/22607_095c93c4/index.m3u8
神秘博士：红宝石路教堂(英国科幻片),https://v.cdnlz3.com/20231226/22481_7bedf7ff/index.m3u8
Nneka漂亮的蛇(科幻片),https://v.cdnlz3.com/20231226/22479_e40ac330/index.m3u8
太阳不能动(日本科幻片),https://v.cdnlz11.com/20231225/18856_7d02e22d/index.m3u8
月球叛军：火之女(美国科幻片),https://v.cdnlz11.com/20231222/18799_a3ec4c15/index.m3u8
鬼讯号(加拿大科幻片),https://v.cdnlz11.com/20231221/18787_6406ee22/index.m3u8
一月河女郎(科幻片),https://v.cdnlz11.com/20231221/18776_8cda2e87/index.m3u8
看不见手的风景(美国科幻片),https://v.cdnlz3.com/20231218/22364_80c06130/index.m3u8
哥斯拉终极战役(日本科幻片),https://v.cdnlz11.com/20231218/18742_2f7f0159/index.m3u8
天空上尉与明日世界(美国科幻片),https://v.cdnlz11.com/20231216/18719_780bb279/index.m3u8
星际叛将：欧西里斯之子(科幻片),https://v.cdnlz11.com/20231212/18667_8eb29191/index.m3u8
心慌方·零(加拿大科幻片),https://v.cdnlz11.com/20231211/18649_f3495e2c/index.m3u8
忧郁症2011(科幻片),https://v.cdnlz11.com/20231211/18640_848ff22f/index.m3u8
最终剪接(美国科幻片),https://v.cdnlz11.com/20231210/18625_f2c4bb65/index.m3u8
记忆切割(大陆科幻片),https://v.cdnlz11.com/20231208/18607_8ff9c90e/index.m3u8
凤凰城遗忘录(美国科幻片),https://v.cdnlz11.com/20231208/18606_23258979/index.m3u8
灵异拼图(美国科幻片),https://v.cdnlz11.com/20231207/18580_61709dc7/index.m3u8
天咒(日本科幻片),https://v.cdnlz11.com/20231206/18568_8d725d03/index.m3u8
第三波2017(科幻片),https://v.cdnlz11.com/20231126/18435_6181f2d6/index.m3u8
敌人2023(美国科幻片),https://v.cdnlz11.com/20231117/18353_0810e909/index.m3u8
末世遗言(科幻片),https://v.cdnlz4.com/20231104/26124_89c23f3a/index.m3u8
拉普拉斯妖(科幻片),https://v.cdnlz4.com/20231104/26119_fde26e43/index.m3u8
指尖2023(美国科幻片),https://v.cdnlz11.com/20231103/18102_63028db4/index.m3u8
异虫咒(加拿大科幻片),https://v.cdnlz12.com/20231026/10708_e12ecdf7/index.m3u8
天兆(美国科幻片),https://v1.cdnlz1.com/20231024/23093_2c3a6117/index.m3u8
索拉里斯(美国科幻片),https://v.cdnlz12.com/20231020/10631_9d8b810b/index.m3u8
觉醒2023(西班牙科幻片),https://v.cdnlz12.com/20231014/10555_739d95fb/index.m3u8
混凝土乌托邦(韩国科幻片),https://v.cdnlz17.com/20231009/28709_fd57ab8f/index.m3u8
哥斯拉大战超翔龙(日本科幻片),https://v.cdnlz11.com/20231006/17698_f2f89234/index.m3u8
冰冻星球2000(美国科幻片),https://v.cdnlz3.com/20231003/22158_66c81369/index.m3u8
世界大战：袭击(英国科幻片),https://v.cdnlz3.com/20231001/22080_cc35a7ad/index.m3u8
2036来历不明(英国科幻片),https://v.cdnlz3.com/20230930/22075_9677d515/index.m3u8
嗜血狂蛛(大陆科幻片),https://v.cdnlz3.com/20230929/22019_23dc09ef/index.m3u8
嗜血蟑螂(美国科幻片),https://v.cdnlz3.com/20230928/21997_102e0fd7/index.m3u8
海星2018(美国科幻片),https://v1.cdnlz1.com/20230925/22289_57d3e586/index.m3u8
人兽杂交(加拿大科幻片),https://v.cdnlz2.com/20230924/26395_9c9c880b/index.m3u8
机器人8号(大陆科幻片),https://v.cdnlz3.com/20230923/21859_b8620394/index.m3u8
激战星河(美国科幻片),https://v.cdnlz3.com/20230923/21848_44169732/index.m3u8
孤立无援2023(美国科幻片),https://v.cdnlz3.com/20230922/21842_e75de55d/index.m3u8
哥斯拉2000(日本科幻片),https://v.cdnlz3.com/20230921/21773_e109dfb0/index.m3u8
异形总动员(美国科幻片),https://v.cdnlz3.com/20230921/21772_71361f85/index.m3u8
X档案：征服未来(加拿大科幻片),https://v.cdnlz2.com/20230918/26226_9a0061e9/index.m3u8
迷失太空1998(美国科幻片),https://v1.cdnlz1.com/20230917/22188_f8ab8ef1/index.m3u8
鬼精灵4：大闹太空(美国科幻片),https://v.cdnlz12.com/20230914/10440_c936f2fb/index.m3u8
摩斯拉2海底大决战(日本科幻片),https://v.cdnlz12.com/20230914/10423_39da4ff8/index.m3u8
悖论2023(美国科幻片),https://v.cdnlz12.com/20230912/10283_6d726f70/index.m3u8
我们的黎明(日本科幻片),https://v.cdnlz4.com/20230904/25988_fa498b4d/index.m3u8
复身犯(台湾科幻片),https://v.cdnlz12.com/20230911/10232_e12e922e/index.m3u8
平行森林(大陆科幻片),https://v.cdnlz12.com/20230910/10161_eb98c044/index.m3u8
卵舱一代(英国科幻片),https://v.cdnlz3.com/20230904/21629_e05e05f0/index.m3u8
克隆人2018(英国科幻片),https://v.cdnlz12.com/20230903/9841_70ddb4ac/index.m3u8
失常1997(科幻片),https://v.cdnlz12.com/20230903/9819_d4c97043/index.m3u8
变形黑侠(美国科幻片),https://v.cdnlz3.com/20230902/21546_d3dc9bc3/index.m3u8
海王星霜冻(科幻片),https://v.cdnlz4.com/20230901/25976_f83b2613/index.m3u8
恶烂狂人(科幻片),https://vip.lz-cdn3.com/20230827/21350_347280ea/index.m3u8
恐怖星球(美国科幻片),https://vip.lz-cdn3.com/20230827/21338_45bd53a4/index.m3u8
月球2023(韩国科幻片),https://vip.lz-cdn12.com/20230827/9578_be1809ed/index.m3u8
欧布奥特曼：请借给我纽带的力量！(日本科幻片),https://vip1.lz-cdn1.com/20230823/21965_8d982209/index.m3u8
超级赛罗格斗(日本科幻片),https://vip1.lz-cdn1.com/20230822/21945_a0f2d74c/index.m3u8
造主之声(科幻片),https://vip.lz-cdn3.com/20230821/21233_260017ed/index.m3u8
甜心战士：眼泪(日本科幻片),https://vip.lz-cdn12.com/20230820/9405_c44e9f52/index.m3u8
最终频率(美国科幻片),https://vip1.lz-cdn1.com/20230820/21914_5a02683d/index.m3u8
太空狗崽(美国科幻片),https://vip.lz-cdn12.com/20230816/9294_f1cdde13/index.m3u8
玉子2017(韩国科幻片),https://vip1.lz-cdn1.com/20230816/21847_f9493b81/index.m3u8
奥特曼传奇(日本科幻片),https://vip1.lz-cdn1.com/20230816/21846_442cc146/index.m3u8
抵挡计划(美国科幻片),https://vip1.lz-cdn1.com/20230816/21845_ec052755/index.m3u8
外星政治(西班牙科幻片),https://vip.lz-cdn3.com/20230815/21127_3e54b383/index.m3u8
散焦(美国科幻片),https://vip1.lz-cdn1.com/20230815/21831_3a3df9ff/index.m3u8
独眼巨人博士(美国科幻片),https://vip1.lz-cdn1.com/20230814/21821_d70142a9/index.m3u8
艾米莉亚20(美国科幻片),https://vip1.lz-cdn1.com/20230813/21786_5ed4472d/index.m3u8
穿越时间(俄罗斯科幻片),https://vip1.lz-cdn1.com/20230812/21777_10bf7798/index.m3u8
51区事件(英国科幻片),https://vip1.lz-cdn1.com/20230812/21773_eca44acd/index.m3u8
解冻2009(美国科幻片),https://vip.lz-cdn16.com/20230801/33411_70e09b9b/index.m3u8
乔纳森2018(美国科幻片),https://vip1.lz-cdn1.com/20230801/21566_2dbecdd6/index.m3u8
守护者：世纪战元(俄罗斯科幻片),https://vip1.lz-cdn1.com/20230731/21544_84f458e2/index.m3u8
岩浆毒蛛(美国科幻片),https://vip1.lz-cdn1.com/20230730/21529_87365ee7/index.m3u8
戏梦空间(科幻片),https://vip1.lz-cdn1.com/20230730/21517_99e220fb/index.m3u8
他们克隆了蒂龙(美国科幻片),https://vip.lzcdn2.com/20230721/26216_be6661ab/index.m3u8
冷冻休眠(美国科幻片),https://vip.lz-cdn12.com/20230719/8860_6d8f950e/index.m3u8
瑞典幽浮(科幻片),https://vip.lz-cdn12.com/20230719/8858_d44a2f71/index.m3u8
起死回生2023(美国科幻片),https://vip.lz-cdn3.com/20230720/20381_501b930a/index.m3u8
闪电侠(美国科幻片),https://vip.lz-cdn3.com/20230717/20331_0d4e970f/index.m3u8
阿丽塔：战斗天使【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220516/5890_ea58d223/index.m3u8
阿丽塔：战斗天使【国语】(美国科幻片),https://vip.lz-cdn16.com/20230713/31687_cc83faeb/index.m3u8
蒙上你的眼：逃出巴塞罗那(西班牙科幻片),https://vip.lz-cdn3.com/20230716/20306_9beda255/index.m3u8
无限(美国科幻片),https://vip.lz-cdn3.com/20230714/20242_6cc52554/index.m3u8
极寒之地2023(大陆科幻片),https://vip.lz-cdn3.com/20230713/20233_e13e2235/index.m3u8
控制2022(美国科幻片),https://vip.lz-cdn3.com/20230712/20216_68d9ee6f/index.m3u8
变形金刚：超能勇士崛起(美国科幻片),https://vip1.lz-cdn1.com/20230711/21189_103e409b/index.m3u8
盲柳与睡女(法国科幻片),https://vip.lz-cdn3.com/20230709/20125_1df03107/index.m3u8
做个正常人(美国科幻片),https://vip.lz-cdn3.com/20230708/20110_f376349d/index.m3u8
黑暗天际(美国科幻片),https://vip.lz-cdn3.com/20230707/20078_5596ac28/index.m3u8
信号2014(美国科幻片),https://vip.lz-cdn3.com/20230703/20014_99a984bd/index.m3u8
微光城市(美国科幻片),https://vip.lz-cdn16.com/20230630/29754_f10b78a9/index.m3u8
清醒梦(韩国科幻片),https://vip.lz-cdn3.com/20230629/19934_9f79a709/index.m3u8
挑战未来3：残酷猎杀(美国科幻片),https://vip.lz-cdn3.com/20230628/19903_76dca662/index.m3u8
圣斗士星矢真人版(日本科幻片),https://vip.lz-cdn3.com/20230627/19896_372e06bd/index.m3u8
楼上的外星人(美国科幻片),https://vip.lz-cdn3.com/20230622/19765_942e183e/index.m3u8
人生初日(科幻片),https://vip.lz-cdn3.com/20230621/19734_fb64628c/index.m3u8
时光骇客(美国科幻片),https://vip.lzcdn2.com/20230620/26196_64e0f102/index.m3u8
夜袭者(加拿大科幻片),https://vip1.lz-cdn1.com/20230615/21116_bb5387e1/index.m3u8
恐龙谷(美国科幻片),https://vip.lz-cdn17.com/20230612/15583_41475589/index.m3u8
摩斯拉1996(日本科幻片),https://vip.lz-cdn3.com/20230613/19538_90bd1296/index.m3u8
宇宙潮汐(科幻片),https://vip.lz-cdn3.com/20230612/19512_fa8d14aa/index.m3u8
第六度空间终结者(美国科幻片),https://vip.lz-cdn3.com/20230611/19497_b93b0ab6/index.m3u8
哥斯拉VS戴斯特洛伊亚(日本科幻片),https://vip.lz-cdn3.com/20230611/19490_856054c8/index.m3u8
童梦失魂夜(法国科幻片),https://vip.lz-cdn3.com/20230610/19478_19442c76/index.m3u8
绞肉机1995(美国科幻片),https://vip.lz-cdn3.com/20230610/19467_0199a7b4/index.m3u8
超能特警2(美国科幻片),https://vip.lz-cdn3.com/20230610/19463_e7b8052e/index.m3u8
绿海迷踪(科幻片),https://vip1.lz-cdn1.com/20230605/21086_eb629443/index.m3u8
科学怪人1994(美国科幻片),https://vip.lz-cdn3.com/20230604/19280_f0848efc/index.m3u8
终极奇兵(美国科幻片),https://vip.lz-cdn3.com/20230602/19247_c6fa7e01/index.m3u8
鲨鱼星球(美国科幻片),https://vip.lz-cdn12.com/20230601/7756_ea62e117/index.m3u8
哥斯拉大战机械哥斯拉1993(日本科幻片),https://vip.lz-cdn3.com/20230531/19175_9ba0d683/index.m3u8
机器闹鬼(美国科幻片),https://vip.lz-cdn3.com/20230529/19144_9b551c73/index.m3u8
怪胎2018(加拿大科幻片),https://vip.lz-cdn3.com/20230527/19094_62f6bb06/index.m3u8
永不褪色(美国科幻片),https://vip1.lz-cdn7.com/20230522/16114_56bb7a87/index.m3u8
圆弧(日本科幻片),https://vip1.lz-cdn7.com/20230519/16080_d087d2df/index.m3u8
记忆传授人(美国科幻片),https://vip1.lz-cdn7.com/20230519/16072_7dfde815/index.m3u8
呼吸2018(法国科幻片),https://vip1.lz-cdn7.com/20230519/16071_4e9a9a53/index.m3u8
畸变2021(大陆科幻片),https://vip.lzcdn2.com/20230517/26013_ea45a96f/index.m3u8
月球奇幻旅(美国科幻片),https://vip.lz-cdn3.com/20230512/18925_5da24277/index.m3u8
地心引力【原声】(英国科幻片),https://vip.lzcdn2.com/20220427/4697_2192b9d7/index.m3u8
地心引力【国语】(英国科幻片),https://vip.lz-cdn17.com/20230510/11670_981663bf/index.m3u8
仿生人(加拿大科幻片),https://vip.lz-cdn3.com/20230510/18903_65d31b31/index.m3u8
铁男2：血肉横飞(日本科幻片),https://vip.lz-cdn3.com/20230510/18879_9cb9acc3/index.m3u8
哥斯拉之龙战四海(日本科幻片),https://vip.lz-cdn3.com/20230509/18870_4380fad8/index.m3u8
割草者(英国科幻片),https://vip.lz-cdn3.com/20230508/18833_4ed1e39c/index.m3u8
另一半2022(美国科幻片),https://vip1.lz-cdn1.com/20230506/20978_29d731a0/index.m3u8
血腥战场(美国科幻片),https://vip1.lz-cdn7.com/20230506/15857_9ff98e2e/index.m3u8
神秘博士：博士之力(英国科幻片),https://vip1.lz-cdn1.com/20230502/20962_2d77cafe/index.m3u8
太空生活(科幻片),https://vip1.lz-cdn7.com/20230501/15744_96cc0b2b/index.m3u8
第一缕曙光(加拿大科幻片),https://vip1.lz-cdn7.com/20230428/15669_0caa4fc2/index.m3u8
等待指示(英国科幻片),https://vip1.lz-cdn7.com/20230428/15668_e83d439d/index.m3u8
矮仔煞星(美国科幻片),https://vip1.lz-cdn7.com/20230421/15489_dd709e81/index.m3u8
哥斯拉之魔龙复仇(日本科幻片),https://vip1.lz-cdn7.com/20230420/15485_39699078/index.m3u8
来临1991(美国科幻片),https://vip1.lz-cdn7.com/20230420/15484_8e9b0b8f/index.m3u8
太空争霸战(科幻片),https://vip.lz-cdn17.com/20230418/8683_cde6e7b6/index.m3u8
蚁人与黄蜂女：量子狂潮(美国科幻片),https://vip1.lz-cdn7.com/20230419/15451_ee8abc7c/index.m3u8
惊爆无底洞(西班牙科幻片),https://vip.lz-cdn3.com/20230417/18652_50279a84/index.m3u8
终结英雄(美国科幻片),https://vip1.lz-cdn7.com/20230416/15414_4e95424c/index.m3u8
在地球染血2(美国科幻片),https://vip1.lz-cdn7.com/20230416/15413_40513edb/index.m3u8
大海怪(大陆科幻片),https://hd.lz-cdn18.com/20230416/1901_9042d722/index.m3u8
霹雳战士龙(英国科幻片),https://vip1.lz-cdn7.com/20230415/15409_0fce94b0/index.m3u8
哥斯拉VS碧奥兰蒂(日本科幻片),https://vip1.lz-cdn7.com/20230414/15384_447b5109/index.m3u8
铁男1：金属兽(日本科幻片),https://vip1.lz-cdn7.com/20230414/15373_75306221/index.m3u8
流浪地球2(大陆科幻片),https://hd.lz-cdn18.com/20230414/1866_7d8603d9/index.m3u8
拦截时光隧道(美国科幻片),https://vip1.lz-cdn7.com/20230413/15352_6fff874a/index.m3u8
深海异形1989(美国科幻片),https://vip1.lz-cdn7.com/20230413/15342_3999aece/index.m3u8
铠甲勇士之帝皇侠(大陆科幻片),https://vip.lz-cdn17.com/20230412/7541_ad9ffb67/index.m3u8
迪迦奥特曼外传：远古复苏的巨人(日本科幻片),https://vip.lz-cdn17.com/20230412/7540_74db2a3b/index.m3u8
宇宙英雄之超银河传说(日本科幻片),https://vip.lz-cdn16.com/20230412/16450_1c61012a/index.m3u8
超银河传说外传：赛罗奥特曼vs黑暗独眼巨人赛罗(日本科幻片),https://vip.lz-cdn16.com/20230412/16442_309b91e4/index.m3u8
异形公园(科幻片),https://vip1.lz-cdn7.com/20230412/15334_9f3b65e8/index.m3u8
直到世界尽头1991(科幻片),https://vip1.lz-cdn7.com/20230411/15291_f5612593/index.m3u8
新外星人(美国科幻片),https://vip1.lz-cdn7.com/20230409/15264_f20fc276/index.m3u8
排山倒海(大陆科幻片),https://vip1.lz-cdn1.com/20230409/20862_8c9ae558/index.m3u8
灰烬中被烧毁的耳朵(科幻片),https://vip1.lz-cdn1.com/20230408/20858_2fc27d9b/index.m3u8
异形帝国(美国科幻片),https://vip1.lz-cdn7.com/20230408/15239_92a9d345/index.m3u8
鬼追人2(美国科幻片),https://vip1.lz-cdn7.com/20230408/15228_175a0673/index.m3u8
逃出白垩纪(美国科幻片),https://vip1.lz-cdn7.com/20230407/15218_7ab58d7f/index.m3u8
邪猫劫(美国科幻片),https://vip1.lz-cdn7.com/20230407/15207_9a663a55/index.m3u8
外太空杀人小丑(美国科幻片),https://vip1.lz-cdn7.com/20230407/15203_66d6b3da/index.m3u8
极度空间1988(美国科幻片),https://vip.lz-cdn3.com/20230406/18564_6caaedba/index.m3u8
野性的呼唤1987(美国科幻片),https://vip.lz-cdn3.com/20230405/18544_47619cad/index.m3u8
决胜时空战区(美国科幻片),https://vip.lz-cdn3.com/20230404/18529_f34dfece/index.m3u8
超人4：和平任务(英国科幻片),https://vip1.lz-cdn7.com/20230403/15176_e37854fa/index.m3u8
王立宇宙军：欧尼亚米斯之翼(日本科幻片),https://vip1.lz-cdn7.com/20230403/15175_ab97da1d/index.m3u8
过关斩将1987(美国科幻片),https://vip1.lz-cdn7.com/20230403/15171_c079e937/index.m3u8
喋血战士【原声】(美国/大陆科幻片),https://vip.lzcdn2.com/20220530/7995_c3fbd6bf/index.m3u8
喋血战士【国语】(美国/大陆科幻片),https://vip.lz-cdn17.com/20230331/6341_cee60ebd/index.m3u8
突破二十五马赫(美国科幻片),https://vip1.lz-cdn7.com/20230331/15122_6214f1e6/index.m3u8
再造战士3：重生【原声】(美国科幻片),https://vip1.lz-cdn.com/20220812/28148_1d8d47fa/index.m3u8
再造战士3：重生【国语】(美国科幻片),https://vip.lz-cdn16.com/20230330/15037_56a1c605/index.m3u8
再造战士2：反攻时刻【原声】(美国科幻片),https://vip1.lz-cdn.com/20220812/28147_71b2e7a9/index.m3u8
再造战士2：反攻时刻【国语】(美国科幻片),https://vip.lz-cdn16.com/20230330/15036_26d17220/index.m3u8
再造战士1992【原声】(美国科幻片),https://vip.lzcdn2.com/20220416/3446_562a895e/index.m3u8
再造战士1992【国语】(美国科幻片),https://vip.lz-cdn16.com/20230330/15039_63aa3d2b/index.m3u8
异形地球(科幻片),https://vip.lz-cdn16.com/20230330/15034_0f3bf98b/index.m3u8
夺宝生死战(美国科幻片),https://vip.lz-cdn16.com/20230330/15028_c57c134d/index.m3u8
夜困杀人场(美国科幻片),https://vip.lz-cdn3.com/20230330/18432_ffdaef30/index.m3u8
有情感的机器人(英国科幻片),https://vip.lz-cdn3.com/20230327/18366_1e0845a5/index.m3u8
霹雳五号续集【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220424/3136_649d876e/index.m3u8
霹雳五号续集【国语】(美国科幻片),https://vip.lz-cdn16.com/20230323/13979_5192c72e/index.m3u8
黑暗大师(美国科幻片),https://vip.lz-cdn3.com/20230324/18290_258df09b/index.m3u8
地心危机(大陆科幻片),https://hd.lz-cdn18.com/20230323/1338_3e2839ea/index.m3u8
拦截时空战场(美国科幻片),https://vip.lz-cdn17.com/20230322/5754_975c8ecb/index.m3u8
入侵异次元3(美国科幻片),https://vip1.lz-cdn7.com/20230322/15065_530700a4/index.m3u8
哥斯拉之怪兽王复活(日本科幻片),https://vip.lz-cdn3.com/20230320/18222_61c75d9e/index.m3u8
地下怪物(美国科幻片),https://vip.lz-cdn3.com/20230320/18220_26bff21b/index.m3u8
入侵异次元2(美国科幻片),https://vip1.lz-cdn7.com/20230320/15034_7ccd7c95/index.m3u8
入侵异次元(美国科幻片),https://vip1.lz-cdn7.com/20230320/15033_6b2af3bb/index.m3u8
魔域煞星(美国科幻片),https://vip1.lz-cdn7.com/20230320/15028_726fa10c/index.m3u8
刺2008(美国科幻片),https://vip.lz-cdn16.com/20230319/13767_656a2f6a/index.m3u8
外星恋1984(美国科幻片),https://vip1.lz-cdn7.com/20230320/15019_febea75a/index.m3u8
食人鱼2：繁殖(美国科幻片),https://vip.lz-cdn3.com/20230319/18209_c462438d/index.m3u8
寄生魔种(美国科幻片),https://vip.lz-cdn3.com/20230319/18204_2343ffa4/index.m3u8
费城实验(美国科幻片),https://vip.lz-cdn3.com/20230319/18182_eba29318/index.m3u8
第三类外星人(英国科幻片),https://vip.lz-cdn3.com/20230319/18180_12c4aa8b/index.m3u8
浩劫后(美国科幻片),https://vip1.lz-cdn7.com/20230318/15013_ad1da977/index.m3u8
尖端大风暴(美国科幻片),https://vip1.lz-cdn7.com/20230318/14998_8c39ab84/index.m3u8
超人3(英国科幻片),https://vip1.lz-cdn7.com/20230318/14994_1903e29d/index.m3u8
圣灵(西班牙科幻片),https://vip.lz-cdn3.com/20230318/18176_687ed910/index.m3u8
外星骇客(美国科幻片),https://vip.lz-cdn16.com/20230315/12753_0675e493/index.m3u8
冷血入侵(美国科幻片),https://vip.lz-cdn16.com/20230315/12749_aafdabeb/index.m3u8
鼠谭秘奇(美国科幻片),https://vip1.lz-cdn7.com/20230316/14954_2cccf327/index.m3u8
末世之谜(法国科幻片),https://vip.lz-cdn3.com/20230314/18109_735806cb/index.m3u8
血茧(美国科幻片),https://vip.lz-cdn16.com/20230314/12681_c22718ec/index.m3u8
突变异种1982(美国科幻片),https://vip.lz-cdn3.com/20230314/18093_01e92fba/index.m3u8
钢铁侠2【原声】(美国科幻片),https://vip.lzcdn2.com/20220328/848_57aba539/index.m3u8
钢铁侠2【国语】(美国科幻片),https://vip.lz-cdn16.com/20230312/12343_ddb6017d/index.m3u8
天外来客1976(英国科幻片),https://vip1.lz-cdn7.com/20230312/14906_cb20e7a8/index.m3u8
神秘美人局(美国科幻片),https://vip1.lz-cdn7.com/20230312/14917_2ca280fe/index.m3u8
夺命凶灵(加拿大科幻片),https://vip.lz-cdn3.com/20230311/18078_fffea17d/index.m3u8
时光大盗1981(英国科幻片),https://vip.lz-cdn3.com/20230311/18073_6fce0988/index.m3u8
九霄云外(英国科幻片),https://vip.lz-cdn3.com/20230311/18056_41c79867/index.m3u8
地缚大魔妖(科幻片),https://vip.lz-cdn16.com/20230309/12104_ca4a0dfc/index.m3u8
结晶艳舞(美国科幻片),https://vip1.lz-cdn7.com/20230309/14838_a7b669c5/index.m3u8
康纳斯的战争(美国科幻片),https://vip1.lz-cdn7.com/20230309/14837_79f3bb90/index.m3u8
生存游戏2006(美国科幻片),https://vip.lz-cdn3.com/20230308/18010_fc5b9701/index.m3u8
超凡蜘蛛侠【原声】(美国科幻片),https://vip.lz-cdn3.com/20230307/17993_56c50cc1/index.m3u8
超凡蜘蛛侠【国语】(美国科幻片),https://vip.lz-cdn3.com/20230307/17992_29cd8e28/index.m3u8
世界旦夕之间(科幻片),https://vip.lz-cdn16.com/20230305/11681_abbab4c4/index.m3u8
